5473,5474,5475,5475,5475,5475,5475,5475,5475,5475,5475,5475,5475,5475,5478,
5537,6311,5540,5541,5541,5540,5538,6051,5921,5541,5538,5540,6050,5539,5542,
5537,5605,5605,5602,6114,5603,5604,6115,6113,5605,6113,6375,6113,5604,5606,
5537,0,0,0,0,0,0,0,0,0,0,0,0,0,5670,
5537,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,
5537,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,
5537,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,
5537,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,
5537,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,
5537,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,
5537,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,
5793,5795,5795,5795,5795,5795,5795,5795,5796,5795,5795,5795,5796,5797,5798,
