0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5608,5480,5800,5736,5672,5800,5480,5799,5864,5480,5864,5800,5735,0,
0,5672,5608,5735,5608,5800,5672,5543,5608,5799,5480,5607,5864,5671,0,
0,5608,5672,5800,5543,5671,5608,5608,5735,5864,5671,5608,5736,5736,0,
0,5799,5544,5672,5608,5800,5672,5544,5736,5671,5608,5607,5544,5480,0,
0,5607,5864,5800,5735,5544,5608,5543,5864,5543,5864,5672,5671,5608,0,
0,5800,5864,5735,5672,5543,5735,5671,5671,5864,5543,5607,5736,5864,0,
0,5800,5736,5864,5480,5544,5736,5543,5736,5544,5864,5672,5543,5864,0,
0,5799,5608,5735,5543,5671,5800,5544,5799,5544,5800,5607,5543,5607,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
