0,0,4073,4074,4075,0,0,4391,3630,4393,4073,4074,4075,0,0,0,0,
0,0,4137,4138,4139,0,0,0,3694,0,4137,4138,4139,0,0,0,0,
0,0,4201,4202,4203,0,0,0,0,0,4201,4202,4203,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,4576,4577,0,0,
0,0,3630,3817,3818,3631,0,0,0,0,0,0,0,0,0,0,0,
0,0,3694,3881,3882,3695,0,4512,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,3947,0,0,0,0,4776,0,0,
0,0,0,0,0,0,0,0,0,4011,0,0,0,0,4840,0,0,
0,0,0,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,4650,4650,4650,4651,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,4652,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,4653,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,4716,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
