0,0,0,0,0,0,0,4390,0,0,0,0,0,0,4135,0,0,
0,0,0,0,0,4141,0,4454,0,0,0,0,0,3951,4199,0,0,
0,4718,0,0,0,4205,0,4518,0,0,0,0,0,4015,4263,0,0,
0,4782,0,0,0,0,0,0,0,0,0,0,0,4645,4646,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,4901,4903,0,0,
0,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4204,0,3945,3946,0,0,4513,2771,2771,4266,0,0,4267,0,0,0,
0,0,0,0,0,0,0,0,0,0,4330,0,0,4331,0,0,0,
0,4076,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4012,4013,0,0,0,0,0,0,0,0,4910,4911,0,0,0,0,
0,4110,0,0,0,0,0,0,0,0,4972,0,0,4973,4199,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
