0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4928,4928,4928,4928,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4928,4928,4928,4928,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4928,4928,4928,4928,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4928,4928,4928,4928,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,4992,0,
0,0,0,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
