0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5120,5121,5122,5318,5319,0,0,0,5320,5321,0,0,0,0,0,0,0,0,
0,5184,5185,5186,5382,5383,5445,0,0,5384,5385,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5445,5317,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5445,0,0,0,5252,5192,5193,0,0,0,0,0,0,
0,0,0,0,0,0,5445,5317,0,0,0,5256,5257,5252,0,0,0,0,0,
0,5507,5505,5505,5505,5505,5509,5317,0,0,0,0,0,0,0,0,0,0,0,
0,5571,5569,5569,5569,5569,5573,0,0,5252,0,0,0,0,0,0,0,0,0,
0,0,0,5317,0,5317,0,0,0,5192,5193,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,5256,5257,5638,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5190,5191,0,0,0,
0,0,0,0,0,0,5192,5193,0,0,0,5252,0,0,5254,5255,5252,0,0,
0,5253,0,0,0,5252,5256,5257,0,5252,5192,5193,0,0,5252,0,0,0,0,
0,5253,0,0,0,0,0,5252,0,0,5256,5257,0,0,0,0,0,0,0,
0,5253,5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
