0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,4928,4928,4928,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,4928,4928,4928,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,4928,4928,4928,
0,0,0,0,0,0,0,0,0,0,0,0,4997,0,0,4928,4928,4928,4928,
0,0,0,0,4932,0,0,0,0,0,0,0,0,0,0,4928,4928,4928,4928,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,4928,4928,4928,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6231,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,4932,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,5574,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,4932,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,4932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,4932,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
