2,81,81,81,81,81,82,81,81,82,81,82,81,82,5,0,0,0,0,
41,120,120,120,120,120,121,120,120,121,120,121,120,121,44,0,0,0,0,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,122,81,0,82,5,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,161,120,0,121,44,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
197,199,1549,0,1550,199,199,199,199,199,199,199,199,199,199,199,199,199,200,
0,0,1629,1630,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
